1021		B		40760		2751
1022		P		40920		4202
1023		B		40840		3081
1024		B		40880		3106
1025		P		41040		4281
1026		B		40960		3019
1027		B		41000		2786
1028		P		41160		4207
1029		B		41080		2749
1030		B		41120		3062
1031		I		41280		5057
1032		B		41200		2722
1033		B		41240		2540
1034		P		41400		4546
1035		B		41320		2716
1036		B		41360		2840
1037		P		41520		4502
1038		B		41440		2927
1039		B		41480		2863
1040		P		41640		4641
1041		B		41560		2730
1042		B		41600		2774
1043		I		41760		6077
1044		B		41680		3236
1045		B		41720		3477
1046		P		41880		5145
1047		B		41800		3141
1048		B		41840		3102
1049		P		42000		4632
1050		B		41920		2994
1051		B		41960		3154
1052		P		42120		4973
1053		B		42040		2875
1054		B		42080		2887
1055		I		42240		6195
1056		B		42160		3005
1057		B		42200		3045
1058		P		42360		4851
1059		B		42280		3437
1060		B		42320		3432
1061		P		42480		4522
1062		B		42400		2731
1063		B		42440		2738
1064		P		42600		4572
1065		B		42520		3028
1066		B		42560		2996
1067		I		42720		5424
1068		B		42640		2623
1069		B		42680		2356
1070		P		42840		4215
1071		B		42760		2142
1072		B		42800		2480
1073		P		42960		4268
1074		B		42880		2746
1075		B		42920		2580
1076		P		43080		4238
1077		B		43000		2291
1078		B		43040		2416
1079		I		43200		5423
1080		B		43120		2676
1081		B		43160		2300
1082		P		43320		4023
1083		B		43240		2038
1084		B		43280		2241
1085		P		43440		4384
1086		B		43360		2112
1087		B		43400		2318
1088		P		43560		4842
1089		B		43480		2324
1090		B		43520		2407
1091		I		43680		6127
1092		B		43600		2808
1093		B		43640		3107
1094		P		43800		4569
1095		B		43720		2297
1096		B		43760		2401
1097		P		43920		4920
1098		B		43840		2799
1099		B		43880		2916
1100		P		44040		5034
1101		B		43960		2620
1102		B		44000		2698
1103		I		44160		6071
1104		B		44080		2260
1105		B		44120		2511
1106		P		44280		4627
1107		B		44200		2960
1108		B		44240		2792
1109		P		44400		4847
1110		B		44320		2588
1111		B		44360		2676
1112		P		44520		4461
1113		B		44440		2602
1114		B		44480		2589
1115		I		44640		5486
1116		B		44560		2419
1117		B		44600		2428
1118		P		44760		4291
1119		B		44680		2557
1120		B		44720		2693
1121		P		44880		4155
1122		B		44800		2430
1123		B		44840		2175
1124		P		45000		4265
1125		B		44920		2095
1126		B		44960		2547
1127		I		45120		5590
1128		B		45040		2419
1129		B		45080		2312
1130		P		45240		4483
1131		B		45160		2060
1132		B		45200		2150
1133		P		45360		4667
1134		B		45280		2928
1135		B		45320		2670
1136		P		45480		4784
1137		B		45400		2616
1138		B		45440		2543
1139		I		45600		6328
1140		B		45520		2751
1141		B		45560		3093
1142		P		45720		5200
1143		B		45640		2928
1144		B		45680		2724
1145		P		45840		4998
1146		B		45760		2574
1147		B		45800		2376
1148		P		45960		5111
1149		B		45880		2956
1150		B		45920		2759
1151		I		46080		6427
1152		B		46000		2541
1153		B		46040		2750
1154		P		46200		5207
1155		B		46120		3251
1156		B		46160		3179
1157		P		46320		4743
1158		B		46240		2336
1159		B		46280		2602
1160		P		46440		4634
1161		B		46360		2584
1162		B		46400		2783
1163		I		46560		5759
1164		B		46480		2720
1165		B		46520		2574
1166		P		46680		4351
1167		B		46600		2308
1168		B		46640		2520
1169		P		46800		4587
1170		B		46720		2711
1171		B		46760		2661
1172		P		46920		4492
1173		B		46840		2332
1174		B		46880		2589
1175		I		47040		5546
1176		B		46960		2682
1177		B		47000		2382
1178		P		47160		4280
1179		B		47080		2099
1180		B		47120		2417
1181		P		47280		4445
1182		B		47200		2539
1183		B		47240		2546
1184		P		47400		5245
1185		B		47320		2814
1186		B		47360		2795
1187		I		47520		6144
1188		B		47440		2540
1189		B		47480		2816
1190		P		47640		4766
1191		B		47560		2622
1192		B		47600		2675
1193		P		47760		5185
1194		B		47680		2898
1195		B		47720		2797
1196		P		47880		4996
1197		B		47800		2764
1198		B		47840		2582
1199		I		48000		6070
1200		B		47920		2825
1201		B		47960		2988
1202		P		48120		5070
1203		B		48040		3081
1204		B		48080		2964
1205		P		48240		4798
1206		B		48160		2771
1207		B		48200		2963
1208		P		48360		4776
1209		B		48280		2834
1210		B		48320		2735
1211		I		48480		5657
1212		B		48400		2329
1213		B		48440		2244
1214		P		48600		4565
1215		B		48520		2603
1216		B		48560		2862
1217		P		48720		4527
1218		B		48640		2568
1219		B		48680		2398
1220		P		48840		4241
1221		B		48760		2138
1222		B		48800		2284
1223		I		48960		5376
1224		B		48880		2772
1225		B		48920		2573
1226		P		49080		4332
1227		B		49000		2246
1228		B		49040		2171
1229		P		49200		4035
1230		B		49120		2268
1231		B		49160		2325
1232		P		49320		4463
1233		B		49240		2444
1234		B		49280		2422
1235		I		49440		5393
1236		B		49360		2220
1237		B		49400		2415
1238		P		49560		4354
1239		B		49480		2392
1240		B		49520		2198
1241		P		49680		4270
1242		B		49600		2473
1243		B		49640		2634
1244		P		49800		4190
1245		B		49720		2559
1246		B		49760		2125
1247		I		49920		4648
1248		B		49840		2102
1249		B		49880		2289
1250		P		50040		3818
1251		B		49960		1946
1252		B		50000		2074
1253		P		50160		3242
1254		B		50080		1785
1255		B		50120		1775
1256		P		50280		3811
1257		B		50200		2066
1258		B		50240		2254
1259		I		50400		4640
1260		B		50320		2126
1261		B		50360		1922
1262		P		50520		3332
1263		B		50440		1787
1264		B		50480		1859
1265		P		50640		3838
1266		B		50560		1973
1267		B		50600		1904
1268		P		50760		3674
1269		B		50680		1813
1270		B		50720		2133
1271		I		50880		4559
1272		B		50800		2012
1273		B		50840		2026
1274		P		51000		3619
1275		B		50920		1861
1276		B		50960		1753
1277		P		51120		3869
1278		B		51040		2133
1279		B		51080		2030
1280		P		51240		3867
1281		B		51160		1787
1282		B		51200		1849
1283		I		51360		5042
1284		B		51280		1892
1285		B		51320		1905
1286		P		51480		4534
1287		B		51400		2202
1288		B		51440		2003
1289		P		51600		4487
1290		B		51520		2127
1291		B		51560		2358
1292		P		51720		4288
1293		B		51640		2176
1294		B		51680		1925
1295		I		51840		5271
1296		B		51760		2080
1297		B		51800		2244
1298		P		51960		4538
1299		B		51880		2391
1300		B		51920		2296
1301		P		52080		3985
1302		B		52000		2263
1303		B		52040		2474
1304		P		52200		4154
1305		B		52120		2458
1306		B		52160		2272
1307		I		52320		5452
1308		B		52240		2157
1309		B		52280		2118
1310		P		52440		4002
1311		B		52360		2425
1312		B		52400		2708
1313		P		52560		4104
1314		B		52480		2476
1315		B		52520		2049
1316		P		52680		3514
1317		B		52600		1967
1318		B		52640		1921
1319		I		52800		4697
1320		B		52720		2261
1321		B		52760		2133
1322		P		52920		3677
1323		B		52840		1959
1324		B		52880		1945
1325		P		53040		3833
1326		B		52960		2221
1327		B		53000		2131
1328		P		53160		3695
1329		B		53080		1966
1330		B		53120		1937
1331		I		53280		5631
1332		B		53200		2456
1333		B		53240		2605
1334		P		53400		4804
1335		B		53320		2372
1336		B		53360		2305
1337		P		53520		4462
1338		B		53440		2356
1339		B		53480		2502
1340		P		53640		4934
1341		B		53560		2646
1342		B		53600		2556
1343		I		53760		5935
1344		B		53680		2733
1345		B		53720		3016
1346		P		53880		4375
1347		B		53800		2396
1348		B		53840		2246
1349		P		54000		4637
1350		B		53920		2485
1351		B		53960		2625
1352		P		54120		4473
1353		B		54040		3082
1354		B		54080		2895
1355		I		54240		5745
1356		B		54160		2422
1357		B		54200		2351
1358		P		54360		4150
1359		B		54280		2689
1360		B		54320		2809
1361		P		54480		4110
1362		B		54400		2392
1363		B		54440		2196
1364		P		54600		3811
1365		B		54520		2254
1366		B		54560		2262
1367		I		54720		4787
1368		B		54640		2232
1369		B		54680		2221
1370		P		54840		3956
1371		B		54760		2088
1372		B		54800		2397
1373		P		54960		4162
1374		B		54880		2402
1375		B		54920		2285
1376		P		55080		4299
1377		B		55000		2179
1378		B		55040		2332
1379		I		55200		6002
1380		B		55120		2356
1381		B		55160		2355
1382		P		55320		5263
1383		B		55240		2564
1384		B		55280		2676
1385		P		55440		5268
1386		B		55360		2764
1387		B		55400		2985
1388		P		55560		4952
1389		B		55480		2614
1390		B		55520		2690
1391		I		55680		6168
1392		B		55600		2757
1393		B		55640		2673
1394		P		55800		5273
1395		B		55720		2993
1396		B		55760		2939
1397		P		55920		4930
1398		B		55840		2841
1399		B		55880		2824
1400		P		56040		4682
1401		B		55960		3064
1402		B		56000		2948
1403		I		56160		6039
1404		B		56080		2433
1405		B		56120		2383
1406		P		56280		4269
1407		B		56200		2897
1408		B		56240		2937
1409		P		56400		4195
1410		B		56320		2304
1411		B		56360		2256
